,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,last_fico_range_high,last_fico_range_low,pub_rec_bankruptcies,debt_settlement_flag
339,20000.0,20000.0,18847.37305672282, 60 months, 12.69%,451.9,B,B5,7 years,OWN,85000.0,Source Verified,Dec-2011,Fully Paid,home_improvement,LA,10.21,0.0,2002-10-01 00:00:00,725.0,729.0,0.0,13.0,0.0,17537.0,54.8,664.0,660.0,0.0,N
340,10000.0,10000.0,10000.0, 36 months, 11.71%,330.76,B,B3,5 years,RENT,32000.0,Not Verified,Dec-2011,Charged Off,credit_card,FL,21.83,0.0,2001-10-01 00:00:00,695.0,699.0,0.0,11.0,0.0,7346.0,59.6,544.0,540.0,0.0,N
341,24000.0,24000.0,24000.0, 36 months,  8.90%,762.08,A,A5,10+ years,MORTGAGE,116400.0,Verified,Dec-2011,Charged Off,car,FL,3.94,0.0,1992-12-01 00:00:00,765.0,769.0,4.0,14.0,0.0,3885.0,8.1,669.0,665.0,0.0,N
342,14400.0,14400.0,14400.0, 36 months, 12.69%,483.05,B,B5,9 years,MORTGAGE,40000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,IL,20.16,0.0,2003-01-01 00:00:00,695.0,699.0,2.0,8.0,0.0,12248.0,79.5,584.0,580.0,0.0,N
343,6000.0,6000.0,6000.0, 36 months, 14.65%,206.97,C,C3,7 years,RENT,34000.0,Not Verified,Dec-2011,Fully Paid,credit_card,MD,21.39,0.0,2002-10-01 00:00:00,670.0,674.0,2.0,7.0,0.0,6546.0,88.5,629.0,625.0,0.0,N
344,22000.0,22000.0,21975.0, 36 months, 15.96%,773.03,C,C5,5 years,MORTGAGE,73000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,IL,22.47,0.0,1995-01-01 00:00:00,675.0,679.0,1.0,16.0,0.0,26721.0,85.1,604.0,600.0,0.0,N
345,12000.0,12000.0,12000.0, 36 months, 11.71%,396.92,B,B3,10+ years,RENT,57200.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,MA,16.36,0.0,2000-05-01 00:00:00,695.0,699.0,0.0,11.0,0.0,22059.0,68.5,614.0,610.0,0.0,N
346,16000.0,16000.0,16000.0, 36 months, 16.77%,568.62,D,D2,< 1 year,MORTGAGE,114000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,MO,17.2,0.0,1998-07-01 00:00:00,665.0,669.0,1.0,17.0,0.0,23096.0,64.2,729.0,725.0,0.0,N
347,10000.0,10000.0,10000.0, 36 months, 10.65%,325.74,B,B2,10+ years,MORTGAGE,90000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,NY,11.16,0.0,2000-05-01 00:00:00,710.0,714.0,1.0,15.0,0.0,30660.0,59.4,674.0,670.0,0.0,N
348,16000.0,11625.0,11368.734456100632, 60 months, 19.03%,301.76,E,E2,8 years,MORTGAGE,54000.0,Source Verified,Dec-2011,Fully Paid,home_improvement,NC,16.89,0.0,2004-02-01 00:00:00,670.0,674.0,0.0,9.0,0.0,13771.0,56.2,579.0,575.0,0.0,N
349,10000.0,10000.0,10000.0, 36 months, 12.69%,335.45,B,B5,2 years,RENT,35000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,KY,12.03,0.0,2000-04-01 00:00:00,695.0,699.0,1.0,10.0,0.0,10472.0,84.6,499.0,0.0,0.0,N
350,3500.0,3500.0,3500.0, 36 months, 13.49%,118.76,C,C1,7 years,RENT,56000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,FL,10.35,0.0,1989-07-01 00:00:00,675.0,679.0,2.0,14.0,0.0,6943.0,54.2,719.0,715.0,0.0,N
351,9600.0,9600.0,9600.0, 36 months,  9.91%,309.36,B,B1,5 years,RENT,35000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,NC,16.49,0.0,1996-12-01 00:00:00,710.0,714.0,0.0,8.0,0.0,10980.0,79.0,704.0,700.0,0.0,N
352,9875.0,9875.0,9875.0, 36 months,  7.90%,309.0,A,A4,10+ years,MORTGAGE,40000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,NY,24.03,0.0,2002-06-01 00:00:00,725.0,729.0,1.0,11.0,0.0,24129.0,63.7,714.0,710.0,0.0,N
353,21500.0,16975.0,15953.42639442624, 60 months, 17.58%,427.19,D,D4,2 years,OWN,59000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,MO,22.86,0.0,1990-05-01 00:00:00,690.0,694.0,1.0,13.0,0.0,18723.0,81.8,814.0,810.0,0.0,N
354,4800.0,4800.0,4800.0, 36 months,  7.90%,150.2,A,A4,6 years,RENT,48000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,FL,13.0,0.0,2006-02-01 00:00:00,730.0,734.0,1.0,7.0,0.0,2936.0,26.0,739.0,735.0,0.0,N
355,7800.0,7800.0,7800.0, 36 months,  6.03%,237.4,A,A1,10+ years,OWN,85000.0,Not Verified,Dec-2011,Fully Paid,major_purchase,NV,0.78,0.0,1994-07-01 00:00:00,770.0,774.0,1.0,7.0,0.0,3878.0,6.2,804.0,800.0,0.0,N
356,20000.0,20000.0,20000.0, 36 months, 14.27%,686.18,C,C2,10+ years,MORTGAGE,70000.0,Verified,Dec-2011,Fully Paid,credit_card,TX,6.21,0.0,2001-09-01 00:00:00,705.0,709.0,1.0,6.0,0.0,12377.0,89.0,749.0,745.0,0.0,N
357,9750.0,9750.0,9750.0, 36 months,  7.51%,303.34,A,A3,4 years,RENT,35000.0,Not Verified,Dec-2011,Charged Off,debt_consolidation,HI,29.04,0.0,1996-09-01 00:00:00,735.0,739.0,1.0,9.0,0.0,13275.0,51.7,644.0,640.0,0.0,N
358,18000.0,15050.0,14773.457513501524, 60 months, 15.96%,365.67,C,C5,6 years,MORTGAGE,91000.0,Verified,Dec-2011,Fully Paid,credit_card,VA,23.41,0.0,1984-03-01 00:00:00,710.0,714.0,2.0,13.0,0.0,46957.0,67.0,739.0,735.0,0.0,N
359,5000.0,5000.0,5000.0, 36 months,  6.03%,152.18,A,A1,9 years,MORTGAGE,30000.0,Not Verified,Dec-2011,Fully Paid,other,CA,16.48,0.0,2000-06-01 00:00:00,760.0,764.0,0.0,7.0,0.0,5881.0,25.6,779.0,775.0,0.0,N
360,9000.0,9000.0,9000.0, 36 months, 14.65%,310.45,C,C3,4 years,RENT,45000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,NY,17.01,1.0,1995-11-01 00:00:00,675.0,679.0,1.0,21.0,1.0,10464.0,50.0,704.0,700.0,1.0,N
361,7200.0,7200.0,7175.0, 36 months,  7.90%,225.29,A,A4,1 year,RENT,55000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,FL,11.98,0.0,2006-05-01 00:00:00,710.0,714.0,0.0,11.0,0.0,5862.0,46.1,714.0,710.0,0.0,N
362,3000.0,3000.0,3000.0, 60 months, 19.03%,77.88,E,E2,3 years,RENT,53004.0,Source Verified,Dec-2011,Charged Off,other,FL,10.73,1.0,2003-08-01 00:00:00,670.0,674.0,2.0,3.0,0.0,1985.0,79.4,579.0,575.0,0.0,N
363,25000.0,25000.0,23505.293842057228, 60 months, 19.42%,654.31,E,E3,10+ years,RENT,60000.0,Verified,Dec-2011,Charged Off,credit_card,CA,20.04,0.0,2000-08-01 00:00:00,685.0,689.0,0.0,12.0,0.0,17035.0,94.9,644.0,640.0,0.0,Y
364,25000.0,25000.0,25000.0, 36 months, 15.27%,869.95,C,C4,8 years,OWN,82000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,CA,18.5,0.0,2002-09-01 00:00:00,690.0,694.0,2.0,7.0,0.0,18223.0,70.6,734.0,730.0,0.0,N
365,10000.0,10000.0,10000.0, 36 months, 15.96%,351.38,C,C5,10+ years,RENT,53000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,CA,13.09,0.0,1999-11-01 00:00:00,665.0,669.0,1.0,9.0,0.0,23870.0,77.2,614.0,610.0,0.0,N
366,8875.0,8875.0,8875.0, 36 months, 12.69%,297.72,B,B5,5 years,MORTGAGE,35360.0,Verified,Dec-2011,Charged Off,debt_consolidation,PA,23.11,0.0,2005-09-01 00:00:00,695.0,699.0,1.0,9.0,0.0,13003.0,71.1,649.0,645.0,0.0,N
367,15550.0,15550.0,15525.0, 36 months, 11.71%,514.34,B,B3,10+ years,RENT,54000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,FL,23.36,0.0,1998-07-01 00:00:00,710.0,714.0,0.0,9.0,0.0,22455.0,89.8,689.0,685.0,0.0,N
368,17000.0,17000.0,16060.110691076134, 60 months, 15.27%,406.85,C,C4,8 years,RENT,65000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,NJ,16.84,0.0,1998-11-01 00:00:00,715.0,719.0,2.0,11.0,0.0,12923.0,62.7,609.0,605.0,0.0,N
369,7500.0,7500.0,7475.0, 36 months, 12.69%,251.59,B,B5,5 years,RENT,65000.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,4.41,0.0,2007-03-01 00:00:00,705.0,709.0,2.0,15.0,0.0,5927.0,35.5,694.0,690.0,0.0,N
370,8875.0,8875.0,8875.0, 36 months,  8.90%,281.81,A,A5,6 years,OWN,28800.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,CA,24.29,0.0,1998-09-01 00:00:00,720.0,724.0,0.0,10.0,0.0,8890.0,69.5,699.0,695.0,0.0,N
371,4500.0,4500.0,4500.0, 36 months, 17.27%,161.05,D,D3,1 year,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,credit_card,OH,4.34,0.0,2008-03-01 00:00:00,675.0,679.0,0.0,3.0,0.0,3424.0,68.5,744.0,740.0,0.0,N
372,5800.0,5800.0,5800.0, 36 months, 12.42%,193.81,B,B4,3 years,RENT,36000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,TX,21.67,0.0,2000-11-01 00:00:00,690.0,694.0,1.0,9.0,0.0,6558.0,66.9,634.0,630.0,0.0,N
373,10000.0,10000.0,10000.0, 36 months, 11.71%,330.76,B,B3,2 years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,NJ,22.26,0.0,1998-08-01 00:00:00,705.0,709.0,1.0,8.0,0.0,11145.0,47.4,784.0,780.0,0.0,N
374,10000.0,10000.0,10000.0, 36 months,  9.91%,322.25,B,B1,4 years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,credit_card,GA,19.06,0.0,1994-04-01 00:00:00,715.0,719.0,0.0,11.0,0.0,10898.0,88.6,779.0,775.0,0.0,N
375,14000.0,14000.0,14000.0, 36 months, 11.71%,463.07,B,B3,1 year,RENT,52000.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,12.97,0.0,2005-01-01 00:00:00,710.0,714.0,1.0,6.0,0.0,13008.0,57.9,779.0,775.0,0.0,N
376,25000.0,25000.0,23176.93361403644, 60 months, 19.03%,648.93,E,E2,3 years,MORTGAGE,85000.0,Verified,Dec-2011,Fully Paid,credit_card,VA,17.15,1.0,2005-10-01 00:00:00,685.0,689.0,1.0,7.0,0.0,15814.0,87.9,504.0,500.0,0.0,N
377,12000.0,12000.0,12000.0, 36 months,  8.90%,381.04,A,A5,3 years,RENT,32000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,OR,6.75,0.0,2005-11-01 00:00:00,715.0,719.0,0.0,9.0,0.0,5329.0,59.2,579.0,575.0,0.0,N
378,24000.0,24000.0,23975.0, 36 months,  7.90%,750.97,A,A4,6 years,OWN,75000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,FL,10.58,0.0,1986-07-01 00:00:00,765.0,769.0,2.0,9.0,0.0,26098.0,45.0,759.0,755.0,0.0,N
379,14000.0,14000.0,14000.0, 36 months, 14.27%,480.33,C,C2,< 1 year,RENT,80000.0,Not Verified,Dec-2011,Fully Paid,credit_card,NY,3.3,0.0,2005-12-01 00:00:00,680.0,684.0,1.0,10.0,0.0,7085.0,59.0,699.0,695.0,0.0,N
380,12000.0,12000.0,11975.0, 36 months,  8.90%,381.04,A,A5,7 years,MORTGAGE,40246.0,Verified,Dec-2011,Fully Paid,credit_card,AZ,17.08,0.0,1999-08-01 00:00:00,715.0,719.0,0.0,7.0,0.0,14573.0,72.2,659.0,655.0,0.0,N
381,15000.0,15000.0,14224.107739944067, 60 months, 12.69%,338.93,B,B5,3 years,OWN,30000.0,Verified,Dec-2011,Charged Off,debt_consolidation,NJ,24.76,0.0,2004-06-01 00:00:00,735.0,739.0,1.0,7.0,0.0,16876.0,65.7,649.0,645.0,0.0,N
382,8050.0,8050.0,8050.0, 36 months, 12.69%,270.04,B,B5,1 year,RENT,36000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,WA,14.8,0.0,2007-05-01 00:00:00,695.0,699.0,0.0,4.0,0.0,12000.0,81.3,539.0,535.0,0.0,N
383,5600.0,5600.0,5600.0, 36 months, 10.65%,182.42,B,B2,6 years,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,CA,16.36,1.0,1999-04-01 00:00:00,685.0,689.0,0.0,11.0,1.0,2238.0,12.4,764.0,760.0,1.0,N
384,7500.0,7500.0,7500.0, 36 months,  9.91%,241.69,B,B1,3 years,RENT,31200.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,12.35,0.0,2005-10-01 00:00:00,705.0,709.0,0.0,14.0,0.0,7790.0,57.3,784.0,780.0,0.0,N
385,7000.0,7000.0,7000.0, 36 months, 11.71%,231.54,B,B3,10+ years,RENT,90000.0,Verified,Dec-2011,Fully Paid,credit_card,MD,12.19,0.0,1998-08-01 00:00:00,695.0,699.0,0.0,13.0,0.0,28060.0,93.8,704.0,700.0,0.0,N
386,5400.0,5400.0,5400.0, 36 months,  7.90%,168.97,A,A4,4 years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,MO,10.89,0.0,1993-07-01 00:00:00,720.0,724.0,0.0,5.0,0.0,8855.0,77.0,764.0,760.0,0.0,N
387,16000.0,16000.0,16000.0, 36 months, 12.42%,534.65,B,B4,1 year,RENT,90000.0,Verified,Dec-2011,Fully Paid,credit_card,PA,13.67,0.0,2002-10-01 00:00:00,720.0,724.0,2.0,11.0,0.0,22488.0,65.2,784.0,780.0,0.0,N
388,35000.0,27575.0,26043.43249257181, 60 months, 12.42%,619.26,B,B4,9 years,MORTGAGE,105000.0,Verified,Dec-2011,Fully Paid,home_improvement,TX,16.53,0.0,1990-08-01 00:00:00,740.0,744.0,0.0,9.0,0.0,15523.0,25.0,794.0,790.0,0.0,N
389,6000.0,6000.0,6000.0, 60 months,  7.90%,121.38,A,A4,< 1 year,RENT,30084.0,Verified,Dec-2011,Charged Off,debt_consolidation,KY,1.68,0.0,1994-07-01 00:00:00,795.0,799.0,0.0,6.0,0.0,2192.0,10.0,609.0,605.0,0.0,N
390,4125.0,4125.0,4125.0, 60 months, 12.69%,93.21,B,B5,10+ years,MORTGAGE,36000.0,Not Verified,Dec-2011,Fully Paid,car,MI,17.73,0.0,2002-09-01 00:00:00,740.0,744.0,4.0,5.0,0.0,5346.0,37.6,709.0,705.0,0.0,N
391,9800.0,9800.0,9800.0, 36 months, 16.29%,345.95,D,D1,4 years,RENT,67000.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,21.01,0.0,1992-05-01 00:00:00,665.0,669.0,2.0,14.0,0.0,21366.0,44.9,694.0,690.0,0.0,N
392,15700.0,15700.0,14931.309703480401, 60 months, 18.25%,400.82,D,D5,10+ years,MORTGAGE,63000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,FL,17.43,0.0,1999-12-01 00:00:00,680.0,684.0,1.0,12.0,0.0,9196.0,63.0,599.0,595.0,0.0,N
393,5000.0,5000.0,5000.0, 36 months,  6.62%,153.52,A,A2,1 year,RENT,276000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,FL,1.82,0.0,2004-06-01 00:00:00,730.0,734.0,0.0,7.0,0.0,15175.0,56.0,719.0,715.0,0.0,N
394,9900.0,9900.0,9900.0, 36 months, 11.71%,327.46,B,B3,6 years,RENT,26400.0,Verified,Dec-2011,Fully Paid,debt_consolidation,OH,14.09,0.0,1994-04-01 00:00:00,705.0,709.0,0.0,4.0,1.0,7911.0,88.9,809.0,805.0,1.0,N
395,4000.0,4000.0,4000.0, 36 months, 11.71%,132.31,B,B3,,RENT,24000.0,Source Verified,Dec-2011,Fully Paid,home_improvement,FL,7.5,1.0,2005-02-01 00:00:00,685.0,689.0,0.0,4.0,0.0,1593.0,54.9,664.0,660.0,0.0,N
396,15000.0,15000.0,15000.0, 36 months, 11.71%,496.14,B,B3,3 years,MORTGAGE,68400.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,FL,5.7,0.0,2000-07-01 00:00:00,720.0,724.0,0.0,5.0,0.0,9368.0,82.2,549.0,545.0,0.0,N
397,6250.0,6250.0,6250.0, 36 months, 15.96%,219.61,C,C5,1 year,RENT,29120.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,WI,20.85,0.0,1999-12-01 00:00:00,675.0,679.0,3.0,5.0,0.0,5771.0,88.8,664.0,660.0,0.0,N
398,6400.0,6400.0,6400.0, 36 months, 16.29%,225.93,D,D1,< 1 year,RENT,29120.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,WI,17.97,0.0,2001-06-01 00:00:00,670.0,674.0,1.0,6.0,0.0,5866.0,94.6,694.0,690.0,0.0,N
399,8850.0,8850.0,8850.0, 60 months, 13.49%,203.6,C,C1,10+ years,MORTGAGE,89122.0,Source Verified,Dec-2011,Fully Paid,major_purchase,NV,7.67,0.0,1995-11-01 00:00:00,715.0,719.0,0.0,17.0,0.0,5633.0,84.7,649.0,645.0,0.0,N
400,12000.0,12000.0,12000.0, 36 months, 15.27%,417.58,C,C4,4 years,MORTGAGE,54000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,NJ,17.07,0.0,1991-10-01 00:00:00,670.0,674.0,1.0,10.0,0.0,15723.0,61.0,669.0,665.0,0.0,N
401,15000.0,15000.0,14975.0, 36 months,  8.90%,476.3,A,A5,5 years,MORTGAGE,30000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,AR,6.48,0.0,2000-09-01 00:00:00,735.0,739.0,1.0,6.0,0.0,5649.0,25.2,734.0,730.0,0.0,N
402,6500.0,6500.0,6500.0, 36 months, 14.27%,223.01,C,C2,4 years,MORTGAGE,30000.0,Not Verified,Dec-2011,Fully Paid,credit_card,WA,10.12,0.0,2003-03-01 00:00:00,670.0,674.0,0.0,5.0,0.0,10843.0,81.5,714.0,710.0,0.0,N
403,8000.0,8000.0,8000.0, 36 months, 15.96%,281.1,C,C5,10+ years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,credit_card,CT,16.34,1.0,1999-05-01 00:00:00,670.0,674.0,1.0,10.0,0.0,7634.0,81.2,714.0,710.0,0.0,N
404,30000.0,19825.0,18614.465574570215, 60 months, 21.28%,539.47,F,F2,6 years,MORTGAGE,92000.0,Source Verified,Dec-2011,Fully Paid,home_improvement,CT,17.57,0.0,1988-03-01 00:00:00,675.0,679.0,2.0,17.0,0.0,36497.0,74.5,589.0,585.0,0.0,N
405,15000.0,15000.0,15000.0, 36 months, 14.65%,517.42,C,C3,10+ years,MORTGAGE,100500.0,Source Verified,Dec-2011,Fully Paid,credit_card,NJ,14.56,0.0,2002-05-01 00:00:00,690.0,694.0,2.0,8.0,0.0,11736.0,74.3,719.0,715.0,0.0,N
406,10200.0,10200.0,10200.0, 36 months, 14.27%,349.96,C,C2,3 years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,CA,16.53,0.0,2007-01-01 00:00:00,690.0,694.0,1.0,7.0,0.0,9428.0,80.6,589.0,585.0,0.0,N
407,9000.0,9000.0,9000.0, 36 months, 12.42%,300.74,B,B4,5 years,MORTGAGE,47000.0,Not Verified,Dec-2011,Fully Paid,credit_card,FL,19.1,0.0,1994-05-01 00:00:00,675.0,679.0,0.0,7.0,0.0,4012.0,47.2,779.0,775.0,0.0,N
408,6500.0,6500.0,6500.0, 36 months, 16.29%,229.46,D,D1,3 years,MORTGAGE,68000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,FL,21.85,0.0,1996-05-01 00:00:00,670.0,674.0,1.0,11.0,0.0,10075.0,92.4,569.0,565.0,0.0,N
409,23000.0,23000.0,23000.0, 60 months, 21.28%,625.86,F,F2,8 years,MORTGAGE,95000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,MI,8.94,0.0,2001-07-01 00:00:00,700.0,704.0,0.0,9.0,0.0,9826.0,99.3,669.0,665.0,0.0,N
410,2000.0,2000.0,2000.0, 36 months,  7.90%,62.59,A,A4,4 years,RENT,39600.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,5.09,0.0,1998-10-01 00:00:00,705.0,709.0,0.0,8.0,0.0,2058.0,79.2,669.0,665.0,0.0,N
411,8000.0,8000.0,8000.0, 36 months, 13.49%,271.45,C,C1,3 years,OWN,30000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,CA,14.48,0.0,2002-12-01 00:00:00,690.0,694.0,2.0,11.0,0.0,6266.0,44.1,764.0,760.0,0.0,N
412,8875.0,8875.0,8875.0, 36 months,  7.51%,276.11,A,A3,1 year,RENT,30000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,KY,28.4,0.0,1983-05-01 00:00:00,730.0,734.0,0.0,11.0,0.0,29470.0,83.7,729.0,725.0,0.0,N
413,1500.0,1500.0,1500.0, 36 months, 18.64%,54.72,E,E1,< 1 year,RENT,17000.0,Source Verified,Dec-2011,Charged Off,other,OH,4.59,0.0,2007-09-01 00:00:00,675.0,679.0,3.0,10.0,0.0,1497.0,99.8,654.0,650.0,0.0,N
414,8000.0,8000.0,8000.0, 36 months, 12.42%,267.33,B,B4,3 years,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,PA,20.26,0.0,2002-09-01 00:00:00,700.0,704.0,0.0,4.0,0.0,12035.0,85.4,634.0,630.0,0.0,N
415,20000.0,16925.0,11925.0, 60 months, 14.65%,399.55,C,C3,10+ years,RENT,75000.0,Verified,Dec-2011,Charged Off,debt_consolidation,CA,16.51,0.0,1995-11-01 00:00:00,730.0,734.0,2.0,10.0,0.0,21513.0,74.9,654.0,650.0,0.0,N
416,6500.0,6500.0,6500.0, 36 months, 11.71%,215.0,B,B3,4 years,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,credit_card,MA,6.26,0.0,2007-01-01 00:00:00,690.0,694.0,0.0,5.0,0.0,10139.0,63.8,664.0,660.0,0.0,N
417,9600.0,9600.0,9600.0, 36 months, 13.49%,325.74,C,C1,3 years,MORTGAGE,27000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,NY,10.22,0.0,2001-12-01 00:00:00,685.0,689.0,2.0,12.0,0.0,7387.0,84.9,684.0,680.0,0.0,N
418,25975.0,16475.0,15252.506785018972, 60 months, 12.69%,372.25,B,B5,10+ years,MORTGAGE,130000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,PA,26.13,0.0,1983-06-01 00:00:00,725.0,729.0,0.0,15.0,0.0,93718.0,77.2,564.0,560.0,0.0,N
419,10000.0,10000.0,10000.0, 36 months,  7.90%,312.91,A,A4,5 years,MORTGAGE,46000.0,Not Verified,Dec-2011,Fully Paid,home_improvement,WA,10.46,0.0,2001-12-01 00:00:00,730.0,734.0,0.0,12.0,0.0,10763.0,50.1,684.0,680.0,0.0,N
420,15000.0,15000.0,15000.0, 36 months, 12.42%,501.23,B,B4,10+ years,MORTGAGE,80000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,NC,5.61,0.0,2000-11-01 00:00:00,720.0,724.0,1.0,8.0,0.0,10746.0,53.7,554.0,550.0,0.0,N
421,9000.0,9000.0,9000.0, 36 months,  6.62%,276.34,A,A2,3 years,MORTGAGE,45000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,CA,22.05,0.0,1997-01-01 00:00:00,760.0,764.0,1.0,7.0,0.0,14022.0,44.0,724.0,720.0,0.0,N
422,10000.0,10000.0,10000.0, 36 months,  7.90%,312.91,A,A4,2 years,RENT,72500.0,Verified,Dec-2011,Fully Paid,credit_card,NY,27.92,0.0,2000-05-01 00:00:00,730.0,734.0,0.0,7.0,0.0,10638.0,69.1,669.0,665.0,0.0,N
423,1000.0,1000.0,1000.0, 36 months, 14.65%,34.5,C,C3,,RENT,18408.0,Not Verified,Dec-2011,Charged Off,major_purchase,NJ,6.0,0.0,1993-04-01 00:00:00,685.0,689.0,2.0,3.0,1.0,2510.0,83.7,499.0,0.0,1.0,N
424,14000.0,14000.0,14000.0, 36 months,  7.90%,438.07,A,A4,2 years,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,TX,15.2,0.0,2000-08-01 00:00:00,720.0,724.0,0.0,8.0,0.0,13581.0,62.3,659.0,655.0,0.0,N
425,8500.0,8500.0,8500.0, 36 months, 14.27%,291.63,C,C2,9 years,RENT,50000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,PA,8.5,0.0,2004-11-01 00:00:00,685.0,689.0,2.0,15.0,0.0,9354.0,61.5,524.0,520.0,0.0,N
426,15000.0,15000.0,14248.306819772812, 60 months, 19.03%,389.36,E,E2,9 years,RENT,75000.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,FL,2.82,0.0,1993-08-01 00:00:00,670.0,674.0,2.0,9.0,0.0,11379.0,75.9,794.0,790.0,0.0,N
427,4500.0,4500.0,4500.0, 36 months, 15.96%,158.12,C,C5,5 years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,other,NY,14.66,0.0,2002-08-01 00:00:00,660.0,664.0,1.0,20.0,0.0,18611.0,76.6,669.0,665.0,0.0,N
428,3000.0,3000.0,3000.0, 36 months,  7.51%,93.34,A,A3,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,major_purchase,TX,27.91,0.0,1998-01-01 00:00:00,725.0,729.0,0.0,10.0,0.0,38905.0,56.0,714.0,710.0,0.0,N
429,10000.0,10000.0,10000.0, 36 months,  9.91%,322.25,B,B1,4 years,MORTGAGE,120000.0,Source Verified,Dec-2011,Fully Paid,home_improvement,NJ,7.98,0.0,1997-05-01 00:00:00,730.0,734.0,2.0,7.0,0.0,21440.0,68.1,709.0,705.0,0.0,N
430,21250.0,21250.0,21225.0, 60 months, 16.77%,525.5,D,D2,5 years,MORTGAGE,42500.0,Verified,Dec-2011,Fully Paid,debt_consolidation,MO,19.93,0.0,2002-09-01 00:00:00,715.0,719.0,2.0,7.0,0.0,18352.0,62.7,749.0,745.0,0.0,N
431,33425.0,20675.0,19010.82121846725, 60 months, 13.49%,475.63,C,C1,2 years,MORTGAGE,75000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,NY,25.71,0.0,1978-07-01 00:00:00,745.0,749.0,3.0,10.0,0.0,50670.0,50.5,579.0,575.0,0.0,Y
432,35000.0,35000.0,32763.05519960895, 60 months, 19.42%,916.03,E,E3,8 years,RENT,195000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,WA,11.72,0.0,1996-01-01 00:00:00,700.0,704.0,2.0,17.0,0.0,29573.0,66.1,754.0,750.0,0.0,N
433,7200.0,7200.0,7200.0, 36 months, 15.27%,250.55,C,C4,4 years,RENT,54990.0,Verified,Dec-2011,Fully Paid,debt_consolidation,TX,20.95,0.0,2001-10-01 00:00:00,680.0,684.0,1.0,16.0,0.0,9119.0,96.0,664.0,660.0,0.0,N
